pred_label,title,description,postDate
사회,"성남시, '지방정부 성과관리 수준 평가' 2년 연속 대상 수상 전국 1위",성남시(시장 신상진)는 ㈔한국평가감사연구원이 주관한 '2025년 지방정부 성과관리 수준 평가'에서 전국 1위를 차지해 지난해 이어 2년 연속 대상을 받았다고 28일 밝혔다. 이번 평가는 전국 광역·기초 지자체를 대상으로...,2025-08-28 12:44:00
사회,양산시 '시민대상' 수상자에 양성희 숲속유치원 원장 선정,경남 양산시는 지역사회의 어려운 이웃을 위해 17년 넘게 봉사와 나눔을 실천해 온 양성희(64) 숲속유치원 원장을 '2025년 양산시민대상' 수상자로 선정했다고 28일 밝혔다. ▲'양산시민대상' 수상자 양성희 원장 2년에...,2025-08-28 12:15:00
사회,"올해 착한 아이디어 경진대회 최우수상, 김하은씨 수상","‘점자 커넥터즈, 손끝으로 완성하는 우리 동네 지도’ 아이디어를 제안한 김하은씨가 올해 착한 아이디어 경진대회에서 최우수상을 수상했다. 목성호 특허청 차장(앞줄 왼쪽 6번째)이 시상식을 마치고 수상자들과...",2025-08-28 10:44:00
사회,강원조달청 우수조달 기업 표창,조달청장 표창장을 전수했다. 춘천 코레드는 '방열기능이 우수한 LED 조명기구'를 우수조달물품으로... 매출 신장으로 지역경제 활성화에 큰 기여를 하고 있다. 김혜정 기자 #강원조달청 #우수조달 #표창 #지역경제 #기여,2025-08-28 00:08:00
사회,[2025 건설의날] 국토부 장관표창 - 강남규 (주)태림개발 대표이사,강남규 (주)태림개발 대표이사가 '2025 건설의 날 기념식'에서 가스배관의 고품질 시공으로 국민이 안전한 주거생활을 영위할 수 있도록 기여한 점을 높이 평가받아 국토교통부 장관표창의 영예를 안았다. 강남규 대표이사는...,2025-08-28 18:30:00
사회,[2025 건설의 날] 이모저모,[사진= 조보희 기자]대통령표창을 받은 이진수 (주)한은이엔씨 대표이사(앞줄 오른쪽 두 번째)와 국무총리표창을 받은 이준희 (주)김앤드이 대표이사(앞줄 왼쪽 두 번째)가 조인호 기계설비건설협회 회장(앞줄 왼쪽 첫...,2025-08-28 09:20:00
사회,"숙명여대 ROTC 양은지 후보생, 2025년 하계 입영훈련 1위","숙명여대 육군학군단은 이번 훈련에서 후보생 19명 전원이 낙오 없이 수료했고, 이 중 13명이 훈련우수 표창을 받았다. 정진수 숙명여대 육군학군단장(중령)은 ""모든 후보생이 끝까지 수료한 것이 무엇보다 자랑스럽다...",2025-08-28 11:09:00
사회,상주시 새마을지도자 하계 수련대회 성료,본 행사에서는 함창읍 덕통2리 김학봉 외 53명의 우수 새마을지도자에 대한 표창과 24개 읍면동대항 화합한마당 체육대회와 장기자랑 등이 이어졌다. 이정희 회장은 “이웃사랑 실천에 앞장서 온 새마을지도자들의 노고에...,2025-08-28 11:10:00
사회,"부산시교육청, 교원 337명 퇴직 정부포상 전수","수상자는 ▲황조근정훈장 12명 ▲홍조근정훈장 93명 ▲녹조근정훈장 85명 ▲옥조근정훈장 113명 ▲근정포장 25명 ▲대통령 표창 6명 ▲국무총리 표창 3명 등이다. 김석준 교육감은 이날 ""수십 년간 교육 현장에서...",2025-08-28 11:48:00
사회,5년간 산재사고 '0건'…기계·소방·건설 전문기업 성전이엔씨,"전남지사 표창과 화재 예방 공로로 여수소방서장 표창을 받았다""고 28일 밝혔다. 1988년 설립된 성전이엔씨는 기계설비공사와 전문소방시설공사업, 소방설계업, 방염처리업 등을 주력으로 하고 있다. KSA한국표준협회...",2025-08-28 11:51:00
사회,"서울과기대, 「2025학년도 SEOULTECH 연구상」 시상식 개최","연구분야 우수교원 표창 수상자 단체 사진 서울과학기술대학교(총장 김동환, 이하 서울과기대)는 지난 8월... 기존의 '연구분야 우수교원 표창'을 올해부터 「SEOULTECH 연구상」으로 명칭을 변경해, 대학의 브랜드...",2025-08-28 12:10:00
사회,"안산소방서, ‘이달의 안산인’ 표창 수여",경기 안산소방서는 지난 26일 직무를 성실히 수행하고 직장 내 긍정적인 분위기 조성에 기여한 직원을 격려하기 위해 ‘이달의 안산인’ 표창을 수여했다. 이번 표창은 안산소방서가 직원들의 즐겁고 건강한 직장문화를...,2025-08-28 12:38:00
사회,"실종 아동, 여고생 신고로 하루도 안 지나서 가족 품에",부산 남부경찰서는 27일 실종 아동을 발견해 신고한 문현여고 1학년 정서율(16) 양에게 표창과 포상금을 수여했다고 28일 밝혔다. 경찰에 따르면 정 양은 지난달 29일 오후 7시께 부산 남구 대연역 인근에서 실종 아동을...,2025-08-28 13:45:00
사회,"울산교육청, '교육공무직 정년퇴직자 69명 표창 수여식'",교육공무직 정년퇴직자 69명 표창 수여식을 가진 후 단체 기념촬영을 하고 있다. 울산광역시교육청(교육감 천창수)은 지난 27일 오후 3시 외솔회의실에서 9월 1일 자 교육공무직 정년퇴직자들에게 교육감 표창을...,2025-08-28 14:42:00
사회,"음식물처리기 혁신 기술 지엘플러스, 부산시장 표창받아",부산시장 표창을 받았다. 28일 벤처기업협회에 따르면 이번 시상은 27일 부산 벡스코에서 부산시와... 김완재 대표는 “부산시장 표창은 지엘플러스 임직원들의 노고와 함께 시민·지역사회가 만들어준 값진 성과”라며...,2025-08-28 16:12:00
사회,"제주조달청, 제주고소리술익는집 김희숙 대표에 청장 표창 수여","조달청장 표창장을 수여했다. 김 대표는 제주에서 재배하는 좁쌀로 빚어낸 증류주인 고소리술 명장으로... 중소기업인에게 표창을 수여하고 있다. 방혜성 제주지방조달청장은 ""앞으로 제주 고유의 전통주...",2025-08-28 16:20:00
사회,[사진] 2025 건설의 날 전문건설업체 국토교통부 장관 표창 수상자 등,,2025-08-28 16:42:00
사회,"보이스피싱 예방 표창 받고, 하나 더... 군포 금융사 직원 '눈썰미'로 피...","군포시 산본새마을금고 직원이 보이스피싱 예방 공로로 표창을 받은 날 또다시 금고 자동화 코너에서... 의장 표창을 받고 직장에 복귀했다. 같은 날, 그는 오후 4시30분께 동료 직원에게 365 자동화기기에서 손님이 자꾸...",2025-08-28 17:18:00
사회,[2025 건설의 날] 동탑산업훈장 - 장세현 동극건업㈜ 대표이사,"본사에 안전과리 책임자 지정…EHS 우수관리 업체로 표창 장세현 동극건업 대표이사는 1955년 입사해 30년간... 위험성평가, 특별안전교육 등을 실시해 원도급사로부터 EHS(환경ㆍ안전ㆍ보건) 우수관리 업체로 표창을...",2025-08-28 06:22:00
사회,2025 건설의 날 국무총리 표창 ● 김영호 ㈜데코스톤 대표이사,"김영호 ㈜데코스톤 대표는 40여년 동안 석공사업, 석재 관련 사업 등을 영위하면서 우수한 시공기술진과 시공능력 함양으로 친서민 주거시설 확충에 이바지해 왔다. 특히 부당발주 및 불법하도급 관행 개선, 민간...",2025-08-28 17:22:00
사회,2025 건설의 날 대통령 표창 ● 김요한 장한건설㈜ 대표이사,"김요한 장한건설㈜ 대표는 1994년부터 30여년간 지반조성포장공사업, 철근·콘크리트공사업, 구조물해체·비계공사업, 상·하수도설비공사업 등의 전문건설업을 영위하며 건설산업 발전에 공헌해 왔다. 대형아파트 신축...",2025-08-28 17:22:00
사회,"권대석 선경종합건설 대표, 국토교통부 장관 표창 받아","표창장을 받았다. 국토교통부와 대한건설단체총연합회는 이날 오전 서울 강남구 건설회관에서 ‘건설, 우리의 꿈과 미래를 위한 약속’이라는 주제로 2025 건설의 날 기념식을 거행했다. 권 대표는 이날 표창장을 받은 후...",2025-08-28 17:24:00
사회,"경북소방본부, 생명을 구한 영웅들. . .경북소방 하트세이버 왕 5명 탄생",서울경제티브이 김아연 아나운서 기자  경북소방본부는 27일 제8회 경북 하트세이버 왕 선발 행사를 열고 심정지 환자를 5명 이상 소생시킨 구급대원 5명에게 배지와 경북도지사 표창을 수여했다. 올해 수상자는...,2025-08-28 17:56:00
사회,"[울산소식]부산울산병무청, 모범 사회복무요원 표창 등",부산울산병무청(청장 한순영)은 28일 울주군 청량읍 소재 보담장애인주간보호시설을 방문해 박병준·정승안 사회복무요원을 모범 사회복무요원으로 표창하고 격려했다. 박병준 사회복무요원은 장애인의 생활 안전 보조...,2025-08-28 18:23:00
사회,"""韓-베 가교 인정받아 뿌듯… 기업 맞춤 인재 육성도 온힘"" [인터뷰]",도지사 표창과 명예도민증도 받은 바 있는 대표적 '지한파'로 통한다. 현재 총장직 외에 대학의... 학술연구와 여성 지식인 역할 증진에 기여한 공적을 인정받아 지난 10여년간 호찌민시 인민위원회로부터 여러 차례 표창을...,2025-08-28 18:24:00
사회,[2025 건설의 날] 대통령 표창 - 이진수 (주)한은이엔씨 대표이사,"이번 대통령표창은 개인의 수상이 아닌, 우리 직원들과 모든 기계설비인들의 노력이 모인 성과입니다."" 2025년 건설의 날 기념식에서 대통령표창을 수상한 이진수 ㈜한은이엔씨 대표이사<사진>는 기계설비 산업에서 28년간...",2025-08-28 18:30:00
사회,[2025 건설의날] 국토부 장관표창 - 노수문 은진기업(주) 대표이사,"장관표창을 수상했다. 노 대표는 갈운유치원, 공주의료원 현대화사업, 한국정보화진흥원 대구청사... 이번 표창은 업계 안팎에서 노 대표의 현장 중심 경영과 사회적 책임이 조화를 이룬 결과라는 평가를 받고 있다.",2025-08-28 18:30:00
사회,[2025 건설의날] 국토부 장관표창 - 장용석 (주)청우공영 대표,"'2025 건설의 날 기념식'에서 국토교통부 장관표창을 수상한 장용석 (주)청우공영 대표이사는 26년간 기계설비공사업 외길을 걸으며, 현장실무 경력을 바탕으로 병원·과학시설을 완벽 시공하면서 설비업계 발전에 기여하고...",2025-08-28 18:30:00
사회,"[위클리오늘] 여수광양항만공사, '2025 광주 ACE Fair' 문화관광 최우수...","▲여수광양항만공사, '2025 광주 ACE Fair' 문화관광 최우수상 수상 기념촬영 모습/여수광양항만공사 제공 여수광양항만공사(YGPA, 사장 직무대행 황학범)는 28일 광주 김대중컨벤션센터에서 열린「2025 광주 ACE Fair」에서...",2025-08-28 23:44:00
사회,"""언어재활 16년 헌신"" 강연숙 센터장, 국회의원상 영예","징검다리언어심리센터, 언어재활 공로 인정받아 ［충북일보］ 충주 징검다리언어심리센터 강연숙 센터장이 최근 명지대학교에서 열린 제11회 언어치료인의 날 행사에서 '2025 자랑스러운 언어재활인 국회의원상'을 수상했...",2025-08-28 17:44:00
사회,"양산시, 4년 만에 '양산시민대상' 수상자 선정","또 ""양산시민대상은 엄격한 심사 기준으로 인해 수상자를 배출하지 못하는 해도 있을 정도로 권위 있는 상""이라며 ""그만큼 원장님의 공로와 헌신이 얼마나 뛰어난지를 보여주는 것""이라고 덧붙였다. 한편...",2025-08-28 17:55:00
사회,"이은경 동신대 교수, 복지부장관상 수상",보건복지부장관상을 수상했다고 28일 밝혔다. 이 교수는 임상 현장에서 치료 효과 향상과 전문 서비스 강화에 크게 기여한 공로를 인정받아 장관상 수상의 영예를 안았다. 또한 제5·6대 한국언어재활사협회 회장을...,2025-08-28 18:34:00
사회,"영광군 청년 농업인, 2025년 전라남도 농업인 정보화 경진대회서 대상·...","경진대회」에서 ""대상""과 ""최우수상""을 나란히 수상하며 지역 농업의 위상을 높였다고 밝혔다. 이번 대회는 전라남도농업기술원이 주관해 농업과 농촌의 가치를 디지털 콘텐츠로 알리고, 혁신적인 경영 및 소통 방식을...",2025-08-28 18:36:00
사회,"기후산업국제박람회, 중소기업 8곳 '기후에너지 혁신상' 수상",이사장이 수상자들과 기념촬영을 하고 있다. 한국에너지공단 제공 기후산업국제박람회(WCE)에서 국내 유망 중소기업 8곳이 '기후에너지 혁신상'을 수상했다. 한국에너지공단은 올해로 2회를 맞은 이 상에 청정전력...,2025-08-28 19:16:00
사회,"코리아나화장품 '라비다', 13년 연속 올해의 브랜드 대상 수상","대상을 수상했다고 28일 밝혔다. 또 10년 이상 연속 선정된 브랜드에게 주어지는 '마스터피스'도 4년째 수상하는 쾌거를 이뤘다. '올해의 브랜드 대상'은 한국 소비자 포럼이 주관하며, 매년 국내외 100만 명 이상이...",2025-08-28 19:54:00
사회,"봉화군, 다문화가족자녀 이중언어대회 최우수상 수상",최우수상을 수상했다. ‘전국 다문화가족자녀 이중언어대회’는 다문화가족 자녀에게 이중언어 환경을 조성하고 글로벌 인재로의 성장을 지원하는 사업으로 올해는 전국 13개 시도에서 113명이 예선을 치렀다. 이중...,2025-08-28 20:14:00
사회,고려대 구로병원 구강악안면외과 이의석 교수 보건복지부장관 표창 수상,"표창을 수상했다. 구강악안면외과 전문의인 이의석 교수는 다양한 임상 경험과 연구 성과를 축적하며, 환자... 보건복지부장관상을 수상하게 됐다. 이의석 교수는 ""이번 표창은 개인의 성과라기보다는 고려대 구로병원과...",2025-08-28 20:42:00
사회,"김명수 광산구의회 의장, '2025 자랑스런 한국인 대상' 수상","대상'을 수상했다. '코리아문화예술대상'은 코리아문화스포츠저널이 주최하고 코리아문화예술대상... 김명수 의장은 ""이번 수상은 광산구 발전을 위해 더 열심히 헌신하라는 뜻으로 받아들인다""며 ""앞으로도 구민과...",2025-08-28 21:06:00
사회,"성남시, 지방정부 성과관리 수준 평가 2년 연속 대상 수상","지난해에 이어 2년 연속 대상 수상이다. 이 평가는 전국 광역·기초 지자체를 대상으로 법규·제도·정책, 성과관리(자체평가) 방법과 절차, 성과 정보 활용 등 8개 항목, 19개 지표의 점수를 종합 산출해 이뤄졌다. 성남시는...",2025-08-28 21:10:00
사회,"전북자치경찰위, 지역 맞춤형 치안 논의·유공 경찰관 포상",유공자에게 표창을 수여했다. 이번 방문은 자치경찰 사무를 직접 수행하는 지구대를 찾아 치안 현장의... 이날 간담회에서는 '2025년 2분기 베스트 자치경찰'로 선정된 서유라 순경(부안 서림지구대)에 대한 표창 수여식도...,2025-08-28 00:00:00
사회,"충남대 강민웅 교수, 2025년 IR52 장영실상 수상... ""세계 최초 암수술 ...","장영실상'을 수상했습니다. 지난 26일 서울 삼정호텔에서 시상식이 진행되었는데요. 강 교수가 개발한... 지난해 제품을 정식 출시한 후, 뛰어난 임상 성과를 바탕으로 유럽흉부외과학회로부터 '혁신상'을 수상하는 등...",2025-08-28 16:46:00
사회,"윤하영씨, '48회 전국탄금대가야금경연대회' 대통령상",윤하영씨가 '48회  전국탄금대가야금경연대회'에서 영예의 대통령상을 수상했다. 충북 충주예총은 최근... ▲ 윤하영씨(오른쪽)가 '48회 전국탄금대가야금경연대회'에서 대통령상을 수상한 뒤 최내현 충주예총 회장과...,2025-08-28 17:20:00
사회,"대구대, 농산업 실전역량강화 취·창업 경진대회 ‘대상’ 수상",대상을 수상했다. 이번 프로그램은 지난 5월부터 8월까지 진행됐으며 고등·대학부를 대상으로 취·창업... 수상 팀은 상금 50만 원과 함께 오는 11월 열리는 농업계대학 역량강화 국외현장실습에 연수생으로 선발돼 7박...,2025-08-28 17:20:00
사회,"양주도시공사, 「2025년 경기도 적극행정 경진대회」 경기도지사상 수상...",양주도시공사가 「2025년 경기도 적극행정 경진대회」에서 경기도지사상을 수상했다.사진/양주도시공사 경기 양주도시공사(사장 이흥규)가 지난 25일 열린 「2025년 경기도 적극행정 경진대회」에서 경기도지사상을 수상...,2025-08-28 17:22:00
사회,"'디지털 정보 문해교육 선두주자' 충남평생교육인재육성진흥원, 교육부...","진흥원은 교육부와 국가평생교육진흥원 공동 주최로 28일 열린 '2025년 문해의 달 기념, 문해교육 컨퍼런스'에 참여해 수상했다. 이번 수상은 급변하는 디지털 사회에 대응하기 위한 충남도민의 정보문해역량 강화 노력이...",2025-08-28 17:16:00
IT과학,"SKT 비전AI '케어비아', 발달장애인 돌봄 혁신 대상 수상",대상을 수상했다고 8월 28일 밝혔다. 이 상은 과학기술정보통신부장관상이 수여되는 최고상이다.... 56건이 수상했다. '케어비아'는 SK텔레콤의 비전 AI(Vision AI) 기술을 활용해 발달장애인의 주요 도전적 행동 9종(자해...,2025-08-28 19:00:00
IT과학,"203인포그래픽 연구소, 세계 최고 권위 '그라피스 어워드 2026' 수상",디자인 상 가운데 하나인 '그라피스 어워드(Graphis Award) 2026'에서 상을 받았다. 2022년 이후 네 번째 수상으로 한국 인포그래픽 분야의 세계적 경쟁력을 입증했다. 82년 역사를 자랑하는 그라피스 어워드는 '글로벌...,2025-08-28 13:50:00
IT과학,식스티헤르츠·에이이에스텍 등 기후에너지 혁신상 수상,"혁신상 수상 기업의 주요 기술과 제품은 기후산업국제박람회 기간 부산 벡스코(BEXCO) 제1전시장에 위치한 '기후에너지 혁신상 특별관'에서 전시된다. 이상훈 이사장은 ""올해도 뛰어난 혁신 기업들이 선정된 만큼 국내를...",2025-08-28 11:32:00
IT과학,"GIST 교원창업기업 리셀, 혁신적 태양전지 기술로 산업부 장관상 수상",장관상을 수상했다고 28일 밝혔다. '기후에너지 혁신상'은 기후테크 분야의 혁신 기술과 제품을 보유한 국내... 총 8개 수상 기업 중 리셀은 기술의 혁신성과 사업 잠재력을 높게 평가받아 상위 4개 기업으로 선정돼...,2025-08-28 18:15:00
IT과학,"국립경국대 소프트웨어융합전공 정기현 교수, 한국융합기술연구학회 '우...",우수연구자상을 수상했다. 한국융합기술연구학회는 한 해 동안의 연구 활동 및 성과를 종합적으로 평가해... 정 교수는 최근 다년간의 융합기술 관련 연구 성과와 학문적 기여를 인정받아 이번 수상자로 이름을 올렸다....,2025-08-28 17:56:00
생활문화,"에이티즈, '2025 K-엑스포' 서울시장상 수상..""K-팝, 현상 넘어 하나의 ...","이날 그룹 에이티즈는 서울시장상을 수상했다. 에이티즈 미니 12집 '골든 아워 : 파트3' 타이틀곡 '레몬 드롭... 에이티즈는 ""저희가 멤버가 8명인데 대표로 4명이 나와서 수상했다. 영광스런 자리에서 영광스런 상까지...",2025-08-28 15:48:00
생활문화,"진천군 성인문해교육, 전국 성인문해교육 시화전 수상자 9명 배출",4명이 수상의 영광을 안았다. 시화 부문은 △이상옥-행복한 날갯짓 △이양임-아흔살 꽃 △김동금-밥보다 글... 가 수상했다. 시상식은 오는 9월 19일 보은에서 열리는 충북문해한마당에서 진행되며 작품 관람은 군...,2025-08-28 16:31:00
생활문화,제4회 서귀포칠십리문학상 강영란 시인  '막숙개 펫돌' 선정,"펫돌'이 수상의 영예를 안았다. 한국문인협회서귀포지부 (회장 정영자)와 서귀포칠십리문학상운영위원회... 수상자는 서귀포시장이 수여하는 상패와 상금 500만원을 받는다. 시상식은 서귀포문학상, 서귀포시장의 공로...",2025-08-28 20:46:00
생활문화,보이지 않는 것을 들춰낸다…국립현대미술관 '올해의 작가상'전,김영은·김지평·언메이크랩·임영주 등 4명…내년 1월 최종 수상자 선정 국립현대미술관의 '올해의 작가상... 전시 기간 심사위원들은 작가와 작품에 대해 공개 대화를 나누고 내년 1월 올해의 작가상 최종 수상자를...,2025-08-28 20:09:00
